Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
Ocean Spray,Rock,237.12474706666669,1134,286.9375754394408,137.161898854937,1,20,127,34
Oceans From The Rain,Rock,248.90104166666663,468,112.81591998158574,69.74133186571278,1,1,94,37
Ochii Tai,Rock,239.82420166666668,468,117.08576450940754,170.944319223152,1,50,114,25
October - Autumn Song,Classical,194.78233600000004,810,249.50927788441757,184.00025760036368,1,22,100,42
October,Rock,128.43229166666666,297,138.75015207429337,134.4,1,39,117,23
Ode To A Superhero (Parody of Piano Man by Billy Joel),Rock,277.273495625,1868,404.2218306779065,168.62739036168654,1,1,127,39
Ode to Joy,Classical,110.454516,708,384.5926951506447,176.00004693334589,1,100,100,39
Ode To My Family,Rock,253.69730400000003,638,150.8884777112176,95.43469734202928,1,37,127,27
Odeon,Blues,174.0,2055,708.6206896551724,199.7823721436345,1,100,100,45
Odin_Sphere_HopeFollowingtheToughBattleArranged,Soundtracks,111.75,1353,726.4429530201342,232.85620171288264,1,62,123,61
Off to the Aquarium,Classical,200.34714208333327,723,216.52417673098785,143.63177100769525,1,59,127,25
Ogni Giorno Sarà,Rock,215.9536074208333,288,80.01718612797285,67.99998866666856,1,19,96,32
Ogni Volta,Pop,313.181505,670,128.3600703049179,79.20007920007941,1,62,127,27
"Oh Boatman, Haste",Unknown,141.53813599999998,998,423.0661904435424,148.76855408820435,1,127,127,39
Oh Boy - Re-Recording (by Original Artist),Rock,178.24491131041668,318,107.0437291013141,79.61911662228208,1,1,1,13
Oh Carol,Rock,134.8921875,348,154.79028390728706,124.43590974555931,1,73,88,13
Oh Girl,Soundtracks,214.33217203125,904,253.0651347670368,136.0001360001354,1,41,127,24
Oh Holy Night,Pop,267.2556536,890,199.80868236345515,164.87655910292654,1,32,123,30
Oh Jane,Rock,234.69174545833332,856,218.84024893887175,74.55618098689564,1,1,82,27
Oh Julie,Rock,258.87126890625,1059,245.45018173882767,119.21673642741894,1,26,99,17
Oh Lord_ Stand By Me (The Richard Smallwood Singers Live Album Version),Religious,251.47109945312505,1769,422.0763349379829,157.57698410444752,1,57,124,64
Oh My Darlin (I Love You),Country,177.6,1057,357.0945945945946,171.42857142857184,1,12,126,27
Oh My Love (2000 Digital Remaster),Unknown,205.24565095833336,953,278.5929920220723,135.42028131677236,1,1,94,25
Oh My Love,Pop,270.7275,392,86.87702579161703,168.77637130801682,1,38,115,30
Oh Sherrie,Rock,229.28820965625,801,209.60519545270895,151.3874640428963,1,97,97,28
Oh Yeh,Rock,266.96666666666664,1084,243.6259208390561,164.63414634146335,1,4,125,29
OhI,Rap,225.42794400833336,644,171.4073211729758,145.4999296750339,1,1,1,15
Ohrbassmus,Pop,192.96700775,471,146.4499052429339,112.00169309226062,1,1,1,15
Oh_ Pretty Woman,Rock,175.26047624999998,1748,598.4235706993865,228.39653172615965,1,38,127,38
Ojitos Verdes,Latin,243.7161575625,3044,749.3963544586195,258.7549642172621,1,31,127,24
Ojos De Fuego,Latin,235.15803983333333,1382,352.6139274624375,169.72385047684244,1,9,97,56
Ojos negros,Latin,245.0625,280,68.5539403213466,78.69876382563447,1,88,127,30
OK (Bruised Mix),World,259.97890668749994,407,93.93069734443245,105.00010500010482,1,50,89,22
Okami_TribeofHeavenlyGods,Soundtracks,92.333241,216,140.3611511914761,116.59102568193482,1,108,127,19
Old and Wise,Rock,184.99698127604168,920,298.3832472251738,187.7309042138913,1,17,116,39
Old Coach Driver,Rock,262.52278645833337,1530,349.6839312063684,167.35617003714543,1,83,83,25
Old Deuteronomy,Soundtracks,81.0,229,169.62962962962962,104.1095890410958,1,60,101,31
Old Enough To Know Better,Country,225.1926760416667,1418,377.8098004584213,166.84154615189294,1,57,127,51
Old Fashioned Letters (Album Version),Rock,237.9608921875,1182,298.0321654875919,189.16554349625216,1,16,109,45
Old Time Christmas (Album Version),Rock,222.0703125,1705,460.6649076517151,193.35955940204565,1,1,127,55
Old Town Album Version,Rock,171.70137935416668,2015,704.1294627611628,245.7775835473224,1,80,96,29
Older,Rock,250.09878425,437,104.83857440022722,94.99996200001534,1,49,99,21
Olvidalo,Latin,233.684008,1220,313.243514720956,209.00018113349003,1,96,96,31
OMG,Folk,273.87042,906,198.48802948489285,78.31594610557659,1,63,95,28
On a Day Like Today,Rock,118.8,559,282.32323232323233,167.44186046511615,1,62,100,25
On A Ragga Tip 97 (goodfellos Radio Edit),Rock,221.87590033333333,752,203.35692128894735,119.8713460799637,1,1,118,21
On A Tous Le Droit,World,238.23504,1037,261.17064895239594,130.32555326826562,1,66,127,35
On Bended Knee,Soul,286.900651675,1314,274.7989575475404,150.8001105867478,1,1,127,54
On Bended Knees,Rock,138.36958366666667,407,176.483872776751,91.99998773333496,1,50,117,22
On My Own,Unknown,181.025,1579,523.3531280209916,198.78303514667135,1,11,123,48
On The Avenue,Ambient,223.5293,692,185.74746129478328,130.09749640393088,1,62,127,22
On The Other Hand,Rock,161.46003514583333,531,197.3243717631024,101.34669123810366,1,35,106,22
On The Other Side Of Midnight,Pop,295.8114718125,953,193.29879145540207,184.60009230004653,1,127,127,27
ON THE RISE (Timmy Schumacher Remix),Unknown,208.8347171875,344,98.83414155448398,81.73054703520002,1,1,1,21
On The Road Again,Blues,140.27013,498,213.0175540580165,134.20018263806097,1,65,121,23
On The Sunny Side of the Street,Unknown,100.173888,454,271.92715131512114,133.8182152727357,1,51,113,30
On The Wings Of Love,Soul,234.95823935,1363,348.0618522944341,214.05413967570945,1,122,122,46
On Wings of Song,Classical,87.75,307,209.91452991452996,142.22222222222223,1,61,94,25
On Your Shore,World,184.79,450,146.11180258672007,169.65742251223398,1,13,114,28
Once Bitten Twice Shy (2001 Digital Remaster),Rock,267.8311715625,2150,481.6467002232303,264.2714474729957,1,26,127,24
Once In Life Happens The Date,Unknown,190.74893453125,927,291.5874740620787,140.3572247321905,1,20,127,36
Once in Royal Davids City,Unknown,220.634375,1863,506.6300298854157,168.64310459269487,1,100,127,27
Once Upon A December (LP Version),Soundtracks,136.86606520833334,781,342.3785138315414,186.96757366466773,1,80,100,56
Once Upon A Time In The West,Unknown,122.76395027083336,510,249.25884131695332,89.99995500002248,1,33,70,26
Once Upon A Time,Soul,152.17712055,838,330.40446433916964,130.22434547098243,1,71,127,34
Once You Had Gold,World,150.20000000000002,598,238.8814913448735,206.26678603402027,1,21,120,30
Onde,Pop,255.389355,193,45.342531993943126,68.40492670452166,1,64,127,32
ONE AND ONE,Unknown,242.7458333333333,1311,324.04263718910386,191.3924050632915,1,20,100,19
One And Only,Unknown,108.0,390,216.66666666666663,141.1764705882353,1,100,100,19
One And The Same,Religious,288.5958333333333,812,168.81740611870697,67.19310839913862,1,67,127,17
One Angry Dwarf And 200 Solemn Faces,Rock,233.28,2207,567.6440329218107,227.55077073648292,1,34,115,52
One Day More,Soundtracks,211.72977913333332,515,145.94073694537428,160.7742735768704,1,80,80,31
One Dozen Roses,Rock,246.00625,1106,269.74924417570696,151.00770113059147,1,2,126,37
One Fine Day (Live in Pittsburg),Rock,119.656744,630,315.9036318086676,148.65552147404435,1,3,76,24
One Fine Day,Classical,121.5,547,270.12345679012344,149.9003322259136,1,2,122,27
One For The Ladies,Electronic,237.51332266666665,1191,300.8673332412983,122.33848710497776,1,36,127,19
One for You_ One for Me,Rock,200.51170640625003,1366,408.7541893137332,223.96895995331388,1,54,120,12
One Golden Rule,Country,202.626369275,581,172.04078681728134,132.31138691041028,1,33,91,29
"One Hand, One Heart",Classical,76.5,274,214.90196078431373,120.0,1,100,100,28
One In A Million,Pop,234.606636,902,230.68401185378232,172.16401190003484,1,64,100,28
One Is Not So Bad,Rap,184.10416666666663,1193,388.80162951227794,120.0,1,105,127,24
One Last Cry,Soul,287.999712,1018,212.0835454168788,120.00012000012012,1,100,100,49
One Last Song,Rap,259.2,1083,250.69444444444449,147.82608695652175,1,64,100,30
One Less Bell To Answer,Jazz,134.05853745,830,371.4795114676973,154.6052322368474,1,60,114,37
One Love,Rock,153.6285690833333,418,163.25088588435503,107.54207114734471,1,58,127,17
One Mans Dream,Classical,198.6828125,786,237.36325959247228,198.93730074388975,1,10,126,38
One Man_ One Woman,World,271.31044297500006,1504,332.60791221484675,154.12859449556916,1,90,110,21
One Moment In Time,Soul,231.999768,1137,294.0520181899492,170.00017000016956,1,2,122,47
One More Chance,World,281.8489245,682,145.1841623046534,143.75370907030893,1,47,124,41
One More Try,Pop,321.882192,965,179.87947590465026,56.66669500001424,1,58,105,22
One of These Nights,Rock,245.33384557500003,1551,379.3198601762063,176.0001760001761,1,16,101,15
One Step Closer (Album Version),Rock,198.9086463,328,98.9398920865312,92.34759661751886,1,1,110,23
One Thousand Roses,Rock,212.72706,911,256.94897489769284,176.0001760001757,1,23,127,19
One Time Too Many,Unknown,211.96528295833332,506,143.23100262587792,125.77232797999348,1,4,127,44
One Touch Press (Ultimate Collection Version),Rock,285.55,908,190.78970407984588,136.26760563380273,1,5,123,39
One Way or Another,Unknown,76.097424,439,346.1352384280445,161.19207096764555,1,100,100,25
One Way Ticket To The Blues,Rock,141.3343503125,1751,743.3437077943549,163.81612633992287,1,26,127,27
One Year Of Love,Unknown,234.259506,481,123.19670818395733,93.93724735684016,1,45,113,29
Only If,World,194.38875801041667,793,244.76724110480887,59.00064704042919,1,49,116,16
Only Love,Classical,282.85,1069,226.76330210358844,193.6134453781512,1,1,127,42
Only Time Will Tell,Rock,311.1695667,470,90.62582918717032,114.6315254526562,1,76,100,24
Only Wanna Be With You (LP Version),Rock,236.65184245833336,1443,365.853902089285,188.74025185044104,1,112,112,5
Only When I Love (Album Version),Country,164.28555,796,290.71333419159504,156.9837635411404,1,12,112,20
Only When I Sleep,Rock,117.333216,530,271.0229982957256,146.57157514300377,1,100,100,33
Only You (And You Alone),Pop,319.1333333333333,1828,343.68080217255067,190.60939060938887,1,5,104,16
Only You,Ambient,146.36979166666666,1819,745.6456606056294,253.88178471040013,1,72,89,26
Onnenpäivänen,Unknown,278.6125166666667,1145,246.57901526438957,158.66719555731714,1,70,114,29
Ontem (Yesterday),Unknown,144.36875,408,169.5657820684878,110.69827033952606,1,55,109,21
Ooh Child,Rock,184.666683140625,1286,417.8338977434392,159.49386705584604,1,43,119,33
OopsI Did It Again,Pop,217.32444729166667,719,198.5050487306782,103.72541721118051,1,1,127,31
Op19 No6,Classical,138.0,586,254.7826086956522,119.42857142857144,1,127,127,42
Op30 No6,Classical,163.0,577,212.3926380368098,120.0,1,127,127,40
Open Road,Pop,267.6421903333333,1136,254.66836867203392,115.70228319172152,1,1,109,29
Opening (Album Version),Rock,229.002043725,653,171.09017615165826,141.0957700325904,1,1,122,22
Opening Scene from Swan Lake Suite,Classical,273.8039161166667,819,179.47150171169085,229.07548376289927,1,8,125,50
Opening,Unknown,109.3110018,982,539.0125333203194,180.0095408707399,1,64,64,45
Openness,Unknown,55.2,245,266.304347826087,189.53488372093017,1,60,98,29
Opportunities (Lets Make Lots Of Money),Rock,212.84307453333332,184,51.86919999255614,234.82952004252,1,100,100,14
Opus 46 no 6 5,Classical,179.5,1417,473.6490250696379,224.5676274944564,1,127,127,40
Opus Insert,Rock,269.56640625,337,75.0093466069643,238.72211829040148,1,67,127,50
Orange Coloured Sky,World,133.43146050833334,688,309.3723162643633,147.41257758508272,1,40,127,43
Ordinary Day,Rock,266.32427049999995,1142,257.2803442636296,165.65250521805376,1,1,113,23
Ordinary People,Rock,172.3984375,1169,406.8482349209226,210.51949008916068,1,55,126,37
Orfeo ed Euridice (1992 Digital Remaster) Ballet in D minor (Dance of the Blessed Spirits) (flute solo),Unknown,171.15625,973,341.0918385977725,155.67371874646454,1,70,112,35
Organic,Electronic,253.249985625,330,78.18361746846793,182.88036576073097,1,65,85,21
Oriel Window (2008 Remastered version),World,135.64287975,613,271.1531933544046,202.91882814015287,1,18,122,20
Original,Blues,218.0,1735,477.5229357798165,200.0,1,127,127,53
Orinoco Flow,Classical,250.23528045833336,1016,243.61073262069635,233.99977770021255,1,79,95,15
Otra Cancion De Amor,Rock,274.25655015833337,415,90.7909035741344,59.66706844840758,1,58,127,20
Our Last Summer,Unknown,264.0604214479166,1350,306.7479766784228,99.36299522296883,1,85,120,21
Our Town (Album Version),Rock,230.99166666666667,579,150.39503589595583,80.0,1,63,79,26
Out From Under,Reggae,240.97526578125,770,191.7209214407048,87.06557921418128,1,50,105,21
Out Of The Blue,Rock,256.4916666666667,1754,410.3057279313818,151.16323056553796,1,63,116,45
Out of Time (Clock Tower BGM),Unknown,64.144140625,612,572.4607055642505,187.8209831254579,1,44,75,29
Outra mulher (eu sou),Unknown,213.45685661458336,883,248.2000383602595,142.38038996075574,1,1,107,44
Outro (imagine),Pop,176.17000000000002,1104,376.0004541068286,170.59926942442524,1,1,127,29
Outro Alles_ Was Blieb,Unknown,193.8,237,73.37461300309597,114.2857142857144,1,52,114,22
Outro,Rock,274.908816,1415,308.82967390903895,218.9416784444854,1,50,127,28
Outside Myself (Album Version),Unknown,266.0791015625,814,183.554438184721,207.84418247052795,1,1,127,50
Outside,Electronic,158.89056770833335,266,100.44649113027836,121.5756184695976,1,121,121,3
Outstanding,Soul,307.9926244375,1663,323.96879692243425,215.9998596000932,1,53,102,20
Outta Control,Unknown,206.512449,872,253.3503440269599,161.62290950867987,1,24,127,10
Ouvertuere,Classical,50.480675,465,552.6867459676401,208.0003882673912,1,127,127,32
Ouvertüre,Classical,74.99986,319,255.20047637422255,205.3674719602094,1,127,127,17
Over My Head,Rock,297.94543541666667,1160,233.59981972090543,162.00958071501023,1,19,121,40
Over,Rock,95.35833333333332,112,70.47103032421568,157.99373040752445,1,51,101,10
Overcomerture,Religious,137.27916666666667,776,339.1628979876772,169.56521739130454,1,59,127,21
Overjoyed,Soul,218.954394140625,886,242.79028611710623,154.66397991704332,1,46,116,40
Overture 1928 Scene Two,Rock,171.42848,177,61.95003304001762,107.1304919188712,1,60,100,35
Overture,Classical,66.48642000000001,742,669.6104257079866,290.73806851584595,1,100,100,19
Owner of a Lonely Heart,Unknown,276.48,816,177.08333333333331,228.4807616025384,1,52,109,34
Oxidize,Unknown,279.4495057708333,1372,294.5791575938864,215.65023922103387,1,27,118,30
Oye Este Canto,Pop,200.83333333333331,1026,306.5228215767635,205.57847829674856,1,86,93,33
Oye Mi Canto (Hear My Voice),Rock,256.70078125000003,1080,252.43398046728768,230.29394357861577,1,94,103,38
Où Est LElue,World,286.3853178333333,598,125.28575232645468,146.6761317265982,1,44,127,44
Paint The Sky With Stars,World,285.5833333333333,1345,282.5795156113219,109.09090909090904,1,1,127,44
Paint,Rock,199.01731875,995,299.9738936036691,207.88940283769017,1,53,100,30
Pal Joey the Lady Is a Tramp,Unknown,170.11632979166666,673,237.3669832252521,153.6018432221188,1,15,117,44
Palabras De Nuestro Tiempo (2008 Digital Remaster),Rock,147.18430875,359,146.34712207390788,152.8291207452138,1,26,126,45
Pale (Album Version),Rock,294.8833333333333,1291,262.6801559938959,167.36242884250532,1,4,111,34
Paloma Blanca,Pop,237.02017500000005,2046,517.930593882989,259.1627673505856,1,32,97,20
Panis Angelicus,Classical,82.0,217,158.78048780487805,125.71428571428572,1,100,100,23
Papa Was A Rolling Stone,Rock,289.046875,2807,582.6736580355695,228.68486352357323,1,12,125,42
Paper Gangsta,Pop,256.947975375,1958,457.2131764359888,182.11782917665263,1,82,127,22
Paper Roses,Unknown,187.00848425,1848,592.9142757596571,231.0233142086784,1,1,87,30
Paper Sun,Rock,268.232421875,1018,227.7129646484873,168.79120879120882,1,1,124,22
Paper_Mario_The_ThousandYear_Door_Glitzville,Soundtracks,116.0029296875,882,456.1953749147634,222.2528340839125,1,56,70,43
Papillon,Pop,169.20000000000002,1404,497.8723404255319,200.0000000000001,1,20,122,29
Para Morir Iguales,Latin,211.691070625,270,76.52660998959885,162.04774210065727,1,39,122,25
Para Toda La Vida,Latin,202.24426425,705,209.15302669702288,164.5714724571511,1,58,127,44
Parade Marching Song,Unknown,86.10000000000001,796,554.7038327526133,194.0652818991097,1,100,100,37
Paradise,Rock,271.08657700000003,1134,250.9899263658488,135.06401887686067,1,31,111,34
Paradox,Rock,214.615356,495,138.3871152258089,211.95655000000272,1,18,127,33
Paragon Rag (2005 Digital Remaster),Blues,245.10625,2891,707.6930922814086,187.1214758092589,1,5,125,64
Pardon Me,Pop,269.53790000000004,1150,255.99368400510647,140.4002925006097,1,73,126,32
Paredes-meias,Unknown,310.9166666666667,1109,214.01232913428035,128.33020637898676,1,3,126,40
Paris (Aeroplane Remix),Rock,274.63217492083334,1670,364.851642124176,213.39134569168425,1,24,127,26
Paris bord de Marne,Unknown,245.43229166666663,2858,698.6855675572439,174.71090047393577,1,2,124,70
Parisienne Walkways,Unknown,214.83943134583333,2559,714.673275004355,206.522919611174,1,49,127,48
Part I Exaudi orationem meam from Symphony of Psalms,Unknown,173.33344599999998,1814,627.9226687733423,194.6598839384857,1,1,124,62
Part I,Rock,277.895,252,54.40903938537937,200.0,1,127,127,44
Part of Your World,Soundtracks,206.4,518,150.58139534883722,127.27272727272712,1,55,100,20
Part-Time Lover,Soul,220.8735206458333,914,248.2868921527943,135.56239938848478,1,55,127,28
Partenza,World,132.05078125,984,447.10072474486026,271.0823229258264,1,50,100,62
Partiendo La Pana,Latin,231.7118895,866,224.2439959042326,187.08680126002952,1,45,120,45
Partita BWV 1004,Classical,153.0,640,250.9803921568628,209.0322580645162,1,80,80,28
Party  Schlager (Shot),Unknown,160.96,1097,408.9214711729622,246.67300380228136,1,66,101,29
Party 2009,World,243.285,311,76.7001664714224,269.9088145896644,1,31,115,24
Pas Sans Toi,Classical,287.298109375,1255,262.0970954657888,124.00011986678255,1,16,120,45
Pass Me Not,Country,274.2355403583333,1838,402.1360610513913,165.86063799805825,1,75,116,21
Passie,Rock,309.46323386458334,1017,197.180127790888,136.1454137018299,1,25,127,29
Passionate Kisses,Rock,201.99383821875003,847,251.59183293979632,92.6624043863202,1,27,123,24
Past Tense,Unknown,276.74429511979173,264,57.23695223109653,157.61195343283794,1,2,95,18
Pastoral Song,Unknown,91.0,660,435.1648351648352,209.4545454545455,1,100,100,36
Pastorale,Unknown,51.0,346,407.05882352941177,200.0,1,58,97,27
Patricia Rag,Classical,228.8456275,2448,641.830047637681,160.87266717956106,1,81,102,56
Patrona Bavariae (Version 2003),Folk,278.28255,360,77.61895239209214,104.49185861479818,1,98,127,17
Paula_ Tva Ar,Ambient,204.01627783333336,2221,653.183174476224,238.84850386955875,1,50,126,32
Pavane For A Dead Princess (Pavane pour une infante défunte),Classical,323.41,1781,330.4164991806066,110.89330719686345,1,1,81,50
Pavane,Ambient,41.684148,264,380.000570000855,166.25024937537424,1,48,64,22
Pavement Cracks,Rock,300.76766416666663,380,75.80602144572852,192.30663234252293,1,70,127,25
PDA (We Just Dont Care),Rock,271.69921885416665,966,213.3241319000986,131.86434434443595,1,14,127,40
Peace And Melody,Unknown,262.18714167708333,1824,417.41177427682254,188.14543087726256,1,71,123,14
Peacherine Rag,Blues,133.5,1425,640.4494382022472,159.0679611650486,1,127,127,51
Peline Story,Unknown,215.46098463541668,731,203.5635364528565,176.31920849673483,1,8,101,42
Penelope,Unknown,248.52,1414,341.3809753742153,152.77777777777777,1,85,96,26
Penkki_ puu ja puistotie - Un Banc_ un arbre_ une rue (2006 Digital Remaster),Unknown,205.08072916666663,646,188.9987428731064,130.28571428571428,1,1,126,19
Pennies From Heaven,Rock,234.4018365,428,109.55545563739642,240.812774185492,1,12,126,10
Penny Candy,Unknown,194.942986875,1478,454.9022328095484,166.47150405112188,1,53,124,24
Penny Lane (Live),Pop,177.1049975,853,288.981116978362,121.93061767853511,1,114,114,28
Penny Lane,Rock,194.851352,1186,365.2014690665324,175.3208745195787,1,2,127,39
Pensiero DAmore,Rap,196.363584,1349,412.19455436299233,172.8439987815459,1,41,113,29
Per Me Per Sempre,Pop,228.4875,1315,345.31429509272937,182.5,1,46,127,34
Per Me È Importante,Pop,268.0196471666667,794,177.74816325452178,125.12046069774873,1,38,127,31
Perdido En La Oscuridad,Rock,243.691536,692,170.37932741332466,53.061392517538856,1,100,100,31
Perdiendo El Tiempo,Rock,286.666896,919,192.34868333035567,196.9690054203905,1,32,74,30
Perfect 10,Rock,219.65445461875,288,78.6690168883329,175.85641267728496,1,1,1,12
Perfect Day,World,122.8611475,93,45.41712423774977,96.66739167210405,1,48,126,27
Perfect Moment,Unknown,236.08280487239583,2467,626.9834013536297,197.35154053137103,1,5,123,60
Perfidia,Ambient,139.49583333333334,804,345.8167806684788,157.5,1,80,85,40
Perfume de Gardenias (Con Alejandro Fernandez),Rock,115.265,757,394.04849694182974,204.04858299595145,1,19,108,42
Perils Of The Wind,Rock,230.4,774,201.5625,187.0170015455949,1,95,95,19
Pero Vas A Extrañarme,Latin,192.6664854947917,505,157.26658386997514,138.4118014735367,1,65,116,22
Personality,Rock,156.3032708697917,975,374.2723979764529,164.18438766748534,1,34,123,27
Pescatore,Pop,246.17858001041665,547,133.31785404973607,116.0422650337529,1,73,127,32
Pesten,Rock,260.84375,630,144.91434048161014,70.81307627829003,1,46,94,19
Petite Fleur,World,195.48990885416669,714,219.1417462471588,81.72188633615471,1,26,126,40
Petite Prélude No 9,Classical,83.47814400000001,648,465.7506520509128,276.00038640054095,1,127,127,43
Petite Suite - I En bateau,Classical,235.22916666666663,1348,343.83491276237714,182.74111675126943,1,10,108,54
Phenomenal Woman,Blues,130.86750746666667,701,321.39375781045675,213.1787469842774,1,70,105,16
Philadelphia Lawyer,Rock,168.08424753125,264,94.23845620664152,106.18148159456574,1,1,1,27
Philippians 312-14,Rock,268.02604166666663,974,218.03851460329184,157.60738148265963,1,55,127,38
Phoenix_Wright_Ace_Attorney_GyakutenSistersBallad,Soundtracks,103.07094304583332,392,228.1923431081948,115.79423129222316,1,100,100,23
Phoenix_Wright_Ace_Attorney_InvestigationCornered,Soundtracks,53.95986518554688,449,499.2599575140499,270.08742157122487,1,66,127,29
Phoenix_Wright_Ace_Attorney_ReminiscenceDL6,Soundtracks,112.0625,480,256.9994422755159,138.3783783783784,1,127,127,21
Phrasing a Melody,Unknown,54.0,262,291.1111111111111,187.05882352941185,1,58,97,29
Physical,World,222.04076084895837,550,148.62136066291006,52.80167909339522,1,67,127,23
Piano Bar,Pop,165.10176095833336,843,306.3565143485347,129.46182327754963,1,29,121,43
Piano By Candlelight,Unknown,180.90054233333333,680,225.5382956498857,134.2195205314688,1,51,115,42
Piano Concerto in G minor_ Op 16,Ambient,236.543125,2113,535.9699209182257,201.4279469619704,1,21,113,75
Piano Concerto No 1 in B-flat minor_ Op 23,Ambient,84.31971685,781,555.7419041546508,178.70140592214295,1,23,127,59
Piano Concerto No1,Classical,79.5,420,316.9811320754717,129.52380952380952,1,100,100,35
Piano Concerto No21,Classical,63.5,255,240.94488188976376,171.94029850746196,1,100,100,36
Piano Concerto No3,Classical,82.5,211,153.45454545454547,113.68421052631578,1,100,100,36
Piano Piano MInnamorai Di Te,Rock,236.363114203125,1069,271.3621379386615,176.77191027293287,1,1,114,32
Piano Sonata (moonlight) N14 In C Sharp Minor Op27 N2  Adagio Sostenuto,Classical,109.91924858333331,636,347.1639452763332,126.38473755652858,1,1,112,39
Piano Sonata in C Major,Classical,255.7186155,2358,553.2643750763621,257.761240556389,1,127,127,56
Piano Sonata In C,World,113.72488627500002,1242,655.2655486487097,224.87779588661036,1,12,121,49
Piano Sonata No 14 in C-Sharp Minor_ Op 27_2 I Adagio Sostenuto,Unknown,306.4454290083334,1142,223.5960908985746,165.9880377844327,1,55,93,56
Piano Sonata No 32 in C sharp minor_ HobXVI36 Third movement Minuet Moderato,Classical,221.93281378125,1337,361.4607440568456,175.0001750001751,1,4,99,41
Piano Sonata No 8 in A minor K310K300d (1999 Digital Remaster) III     Presto,Classical,185.5395372708333,2131,689.1253577579095,184.36707467462736,1,60,105,50
Piano Sonata No12,Classical,50.0,100,120.0,100.0,1,100,100,26
Piano Sonata No15,Classical,55.5,307,331.8918918918919,212.89256198347107,1,100,100,27
Piano Sonata No3 in B minor Op58 (2005 Digital Remaster) Scherzo (Molto vivace),Classical,153.4945736953125,1435,560.9318813504699,215.50375839877577,1,11,99,68
Piano Sonata No8 in C minor Op13_ Pathétique  II Adagio cantabile,Classical,280.341796875,1377,294.71167311108786,182.06904005944745,1,19,103,53
Piano Trio in E flat D929,Classical,89.6,387,259.1517857142857,99.99999999999991,1,48,64,27
Piano Trio Opus 11 (3rd Movement),Classical,305.752752,3073,603.0362729163596,240.04404014040048,1,127,127,56
Piccola E Fragile,Pop,257.92291666666665,908,211.22589921084307,101.54252974878789,1,1,121,27
Piccola Katy,Pop,181.91648475,1021,336.74793180061164,176.928504573556,1,6,109,33
Piccolo Amore,Pop,191.6010083515625,234,73.27727615210905,156.82524896606878,1,55,127,26
Piccolo Fiore Dove Vai,Unknown,238.73547555,448,112.59323708834523,101.11121222232356,1,53,105,17
Pick A Pocket Or Two (Easy),Soundtracks,80.727192,252,187.29748459478188,110.00011000010998,1,92,113,24
Pick A Pocket Or Two,Soundtracks,80.727192,461,342.63547777061285,110.00011000010998,1,2,113,31
Pickup Man,Rock,194.68512,937,288.7739956705474,186.9072291607485,1,41,127,34
Picture of You,Unknown,104.0,609,351.3461538461538,155.67567567567568,1,100,100,26
Picture Postcards From LA,Unknown,276.3157149739583,1332,289.23436369709253,157.14395410405282,1,1,119,45
Pictures at an Exhibition Bydlo,Classical,170.1320295104167,980,345.6139338912656,93.57689802224982,1,12,115,57
Pictures at an Exhibition Promenade - Moderato commodo assai e con delicatezza,Unknown,274.0956773916667,1371,300.1141819630204,151.4467297747429,1,22,86,47
Pictures at an Exhibition Promenade,Classical,96.976547,642,397.2094407527214,119.0771652004924,1,127,127,50
Pictures at an Exhibition The old castle,Classical,294.345194825,1371,279.4677862803463,137.58154521429984,1,18,73,47
Pictures Of Matchstick Men  Ice In The Sun,Rock,184.0553715,477,155.49668432252193,128.57155714298543,1,30,100,24
Pie Jesu - Original,Unknown,255.33167708333332,1744,409.8198907213864,160.8718359777571,1,8,106,30
Piece Of My Heart,Soul,241.3645833333333,1134,281.8971990850633,136.96169088507258,1,10,127,42
Pieces Of A Dream,World,242.734732,833,205.9037847126056,193.69870317318723,1,47,115,34
Pierced,Rock,243.33333333333331,1540,379.7260273972603,185.97785977859783,1,20,121,27
Pierres Lullaby,Unknown,195.428376,980,300.87749385995,224.51635354861168,1,52,75,30
Pilgrims Chorus,Classical,90.0,337,224.66666666666663,100.0,1,64,100,31
Pink PantherIt Had Better Be Tonight (Meglio Stasera) (Medley),Ambient,99.5,328,197.78894472361807,130.71104387291982,1,61,116,29
Pintu Hatiku,Pop,190.80636575,701,220.43289716606324,160.17479906773897,1,1,124,22
Pipeline,Rock,149.61024,898,360.13577680244344,183.5295952943014,1,42,117,23
Pirates of the Caribbean- Hes a Pirate,Unknown,77.4,319,247.28682170542635,179.52218430034134,1,110,110,21
Piss Up a Rope (LP Version),Rock,203.69895895833332,986,290.42858295658345,158.636465837486,1,89,125,40
Pity The Child (From Chess),Soundtracks,273.6000456,1946,426.7543148391932,207.3417375949418,1,100,100,54
Più di ieri,Latin,273.79,1025,224.62471237079515,170.71376011773367,1,64,127,42
Place In The Sun,Unknown,214.65887625,677,189.23046980220084,73.79806112567925,1,20,110,13
Place Of Many Deaths (Demo) (Bonus),Rock,159.47501328958333,241,90.67251164759428,94.99999208333394,1,101,101,27
Plants_Vs_Zombies_PlantSelectionScreen,Soundtracks,100.577280375,451,269.0468453621676,125.51736689667726,1,100,100,30
Plastic Bag,Unknown,193.4271549875,168,52.11264158153703,67.80725829880794,1,40,92,16
