Title,Agreements_2,Agreements_3,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
iQ2RzBw_part_3,New-age,"Emotional,Relaxing/Calm",30.495,254,499.75405804230206,197.7659769273029,1,9,92,35
IqD02F9S1Bo,Emotional,Relaxing/Calm,30.635416666666668,198,387.7864671880313,188.3838953422803,1,17,82,25
iR6eykihBlA,"Emotional,New-age,Happy,Laid-back,Bright",Relaxing/Calm,30.48958333333333,195,383.7376153057739,176.37152334779267,1,24,81,33
iSPvZ-Gwd0U,Easy,"Relaxing/Calm,New-age,Emotional",31.610416666666666,149,282.8181638436697,147.82608695652158,1,22,75,25
iSr5b0jvSDs,"Emotional,Classical,Relaxing/Calm,Easy",,31.48958333333333,155,295.33575917962287,130.2647332712518,1,60,98,33
ITOKc3PAlVg,Emotional,"Dark,Sad",31.48958333333333,234,445.8617267614952,237.4441772586739,1,23,84,28
iubBahNDEqY,Relaxing/Calm,"Emotional,Pop-Piano Cover",31.48958333333333,210,400.13231888852135,166.6881028938906,1,18,94,21
iwdKlAv6GYc,"Dark,Sad,Relaxing/Calm",,31.544791666666665,215,408.9423108674834,222.332506203474,1,25,81,20
iz3fQ6Nzc0s,"Dreamy,Laid-back","Emotional,Sad",31.48958333333333,261,497.3073106185908,236.70219596763832,1,22,85,33
j1RRs8_xOsA,,"Emotional,Laid-back,Relaxing/Calm",35.435217189583334,199,336.9529227412193,167.78099163537576,1,27,79,28
J5Ge3cmflPU,"Dark,Sad,Laid-back",Classical,31.48958333333333,271,516.3612305656633,205.24306439297536,1,10,90,23
J88UktZQK3k,"Relaxing/Calm,New-age",Emotional,32.042833333333334,214,400.7136281123704,195.4951126221845,1,16,79,15
J8csSkIAwjI,"Bright,Speedy","Upbeat/Energetic,Pop-Piano Cover",31.560416666666665,546,1038.009109512179,229.35746606334828,1,41,104,33
jAEjfiO_part_4,"Pop-Piano Cover,Relaxing/Calm",Emotional,30.48958333333333,332,653.3378886231637,226.71914795091428,1,14,86,25
jCzDyAHTm5M,,"Emotional,Relaxing/Calm,Pop-Piano Cover,Easy",31.569791666666667,183,347.80083809021016,166.73684210526312,1,45,93,20
JFOSJd_uhM8,"Mysterious,Dreamy,Epic",Emotional,43.21770833333333,206,285.99387789534575,213.75963459891528,1,55,97,45
jF_E3zmyVyU,"Laid-back,New-age,Bright","Emotional,Relaxing/Calm",31.490625,132,251.50342363798757,187.5666074600356,1,22,79,16
jGIG6KCst6Q,"Tense,Dark","Passionate,Intense/Grand,Classical",41.53216666666667,535,772.8949047525412,230.47375160051155,1,31,100,42
jGVqne0uHls,"Happy,Emotional,Pop-Piano Cover,Difficult/Advanced,Playful,Bright",,30.98958333333333,278,538.2453781512605,205.9349302824452,1,41,103,47
JldiwRGUKRo,Emotional,,30.98958333333333,210,406.5882352941176,195.9461374911409,1,15,84,23
JOCmdY1g7O0,Dreamy,"New-age,Emotional,Relaxing/Calm",39.53781250000001,160,242.80554216296105,199.20259674813605,1,42,90,25
JohbwFVwuQE,New-age,"Emotional,Relaxing/Calm",39.74583333333333,177,267.1978194779327,150.5226480836236,1,27,90,40
jR0x_lfajS0,,"Emotional,Relaxing/Calm,Pop-Piano Cover",30.48958333333333,228,448.67782712675097,208.98410504492057,1,38,86,26
JSBxZILVnXk,"Laid-back,Relaxing/Calm,New-age",Emotional,30.98958333333333,248,480.1613445378151,197.41935483870995,1,23,83,29
jsO294dbb1Q,"Laid-back,Pop-Piano Cover,Relaxing/Calm",Easy,31.48958333333333,150,285.8087992060867,145.48516101873292,1,55,86,18
jtlEB4tWfwU,"Bright,Happy,Emotional",Pop-Piano Cover,31.589583333333334,367,697.0652245597836,205.2069060016443,1,42,97,31
JV37Hzh02UY,"Easy,Laid-back,Tense,Mysterious","New-age,Emotional",31.48958333333333,347,661.1710221634138,122.93031566408575,1,25,84,42
JVHL4LXZVWs,"Epic,Happy,Emotional","Bright,Classical",31.309375,406,778.0417207306118,203.735144312394,1,20,89,31
JWFzPSXdACU,,"New-age,Emotional,Relaxing/Calm",31.48958333333333,239,455.38868673503146,194.34447300771177,1,30,89,32
JxB0NjOHYSc,"Emotional,Dreamy,Laid-back,Relaxing/Calm",New-age,30.48958333333333,271,533.2968910146909,188.3439122908256,1,35,99,27
Jy8wwyaJoS4,,Emotional,30.48958333333333,232,456.5493679535361,188.98523552847416,1,44,91,40
k4pi3A3eHys,"New-age,Emotional,Pop-Piano Cover",,30.48958333333333,313,615.9480696959345,210.43083900226756,1,45,90,49
k749mOIjMaE,,"Laid-back,Relaxing/Calm,Pop-Piano Cover,Emotional",32.80520833333333,166,303.61032610421364,161.14705368071333,1,44,97,38
K92MY1Aooz0,"Happy,Dreamy","Laid-back,Emotional,Bright,Relaxing/Calm",33.37980705,149,267.82659308391663,132.35710044969144,1,29,84,25
KaudYPzCQC4,"Bright,Dreamy,Easy,Laid-back","Relaxing/Calm,New-age,Emotional",30.48958333333333,172,338.4762555517595,174.1800418702023,1,23,83,19
KB9GW3vm238,"Tense,Intense/Grand,Pop-Piano Cover,Epic",Passionate,31.48958333333333,337,642.1171022163414,195.8008398320336,1,36,106,43
kfuL4Ts8OZA,,"New-age,Emotional,Relaxing/Calm",31.060416666666665,350,676.101683546851,245.03190519598897,1,35,91,23
kGvGnj2W3wM,"Mysterious,Emotional,Laid-back","Relaxing/Calm,New-age,Dreamy",31.48958333333333,471,897.4396295071122,209.98573466476407,1,37,92,28
KhzxpR1_part_3,"New-age,Relaxing/Calm,Laid-back",Emotional,30.98958333333333,238,460.8,227.5181040157994,1,16,77,26
KhzxpR1_part_7,"Sad,Pop-Piano Cover,New-age","Emotional,Relaxing/Calm",30.6449319,228,446.4033414934755,178.3025922292937,1,12,91,36
kMdsjRMKv4A,"Passionate,Emotional",,31.48958333333333,235,447.7671187562025,189.16256157635377,1,55,107,44
Kmw6c0a_part_2,"Emotional,Dreamy,Laid-back,Mysterious,Easy","Relaxing/Calm,New-age",36.615625,200,327.7289408551677,195.2194077773813,1,16,85,17
Koa0AgYO308,"Happy,Pop-Piano Cover","Emotional,Relaxing/Calm",31.55,329,625.6735340729001,170.46728971962614,1,29,93,22
kOOgnswkHaM,"New-age,Passionate,Tense",,40.1401875,288,430.4912626529211,215.1704612480831,1,49,95,34
KsltZE0_MtI,"Sad,Dreamy,Emotional","Laid-back,Dark",40.9558125,221,323.7635683579712,151.37831677632948,1,28,92,36
KTzBiFnx5Uo,Dark,"Emotional,Laid-back,Relaxing/Calm",30.48958333333333,208,409.3201229928255,167.49914471433448,1,39,89,36
kvCYW_tVKG8,New-age,Emotional,34.0,337,594.7058823529412,202.51130085384312,1,19,101,44
kZm1x6s8STo,"Emotional,Ballad",,37.14270833333333,203,327.92439072271924,193.89276268333725,1,18,88,31
L-oMmrkDfmA,New-age,Emotional,30.98958333333333,397,768.6453781512605,178.79785532875547,1,16,87,35
l3zibH3_part_9,"Passionate,New-age,Pop-Piano Cover,Powerful,Bright,Intense/Grand",,30.98958333333333,423,818.9848739495798,194.5632941933409,1,29,95,47
l48lzxY_wTI,,"Emotional,Dreamy",35.438541666666666,215,364.0104641250992,201.48666375163984,1,18,93,41
L4JTnmVPNao,"Emotional,Easy,Laid-back","New-age,Relaxing/Calm",30.48958333333333,122,240.0819952169457,206.37764242207075,1,18,85,27
L8XBcVi0iNU,Relaxing/Calm,"Emotional,New-age",31.010416666666668,244,472.0994289553242,193.00523560209427,1,23,87,31
LaRKGpCcDM4,"Passionate,Bright,Epic,Upbeat/Energetic",Pop-Piano Cover,30.994791666666668,429,830.4621072088725,233.2938927823791,1,43,92,29
LBMro72jWXA,"Laid-back,New-age,Emotional",Relaxing/Calm,30.98958333333333,146,282.6756302521008,154.7555077915096,1,28,94,28
lDn0dEvIXLQ,"Dreamy,Sad,Mysterious","Dark,Tense",36.60208333333333,241,395.05947976549606,207.51415337107423,1,14,81,16
ldTz6Qt0ZPQ,"Pop-Piano Cover,Upbeat/Energetic",Easy,31.48958333333333,200,381.0783989414489,214.75539487063608,1,39,88,24
LGjxyj8n7Ho,"Easy,Laid-back,Classical","Ballad,Relaxing/Calm,Emotional,Dark",31.010416666666668,229,443.0769230769231,147.7521263669501,1,60,96,33
lgRg3LpafT8,,"New-age,Emotional,Relaxing/Calm",31.589583333333334,201,381.77141726571256,185.58195730970604,1,22,77,28
LHHMftQQbKc,"Bright,Classical","Relaxing/Calm,Emotional",33.29895833333333,191,344.1549097506804,167.3029045643153,1,49,93,26
li6W9CI9-kU,Sad,Emotional,31.48958333333333,193,367.7406549784982,174.05568745953008,1,39,89,37
liuo-iJwH3Y,,"Laid-back,Relaxing/Calm,New-age,Emotional",31.9625,150,281.57997653500195,184.37363596682655,1,11,68,31
LJhhf-_FZlM,"New-age,Passionate,Epic,Upbeat/Energetic",Bright,31.48958333333333,450,857.42639761826,185.41666666666677,1,37,86,36
LK2eIzarfIA,"Cute,Relaxing/Calm,Dreamy,Emotional,Upbeat/Energetic","Happy,Playful,Bright",31.044791666666665,285,550.817031842432,202.38931834153195,1,29,101,54
Lk2m9rkbiIY,Relaxing/Calm,"Mysterious,New-age,Dreamy,Emotional",30.510416666666668,312,613.5609423011267,174.66999643239407,1,14,87,30
lKd_c3HtAnM,"Sad,Mysterious","Relaxing/Calm,New-age,Dreamy,Emotional",32.130208333333336,205,382.817312368293,183.878691141261,1,25,86,38
LKHh8m1is1I,"Dreamy,New-age","Relaxing/Calm,Emotional",43.540625,213,293.5189837077442,179.8314080549485,1,28,73,41
lMZNWYE3n9w,"New-age,Relaxing/Calm,Emotional","Tense,Epic",33.646875,280,499.3034271384787,187.10890750555632,1,33,96,22
lOkdJO0TBPo,"Classical,Mysterious,Playful",Dark,31.48958333333333,253,482.0641746609329,155.0538381382424,1,55,93,39
LoNRAP2kKEs,"Relaxing/Calm,Emotional,Laid-back,Pop-Piano Cover",,31.01458333333333,228,441.0828239403506,164.41484300666042,1,35,82,31
lQmQnTvgxCg,"New-age,Easy","Tense,Mysterious,Dark",30.48958333333333,442,869.8052613597541,179.554982263786,1,36,92,27
LR6OWNbEVWU,"Relaxing/Calm,Dark,New-age,Ballad,Sad,Laid-back",Emotional,33.07395833333333,131,237.64920789896385,114.64968152866244,1,40,93,22
LR98AEAgnYQ,"Passionate,Speedy,Tense,Classical","Powerful,Intense/Grand,Dark",41.00010416666667,612,895.6074806720511,216.545876062574,1,48,94,60
LRAVZB_SJK4,Relaxing/Calm,"Happy,Cute,Playful,New-age,Bright,Emotional,Upbeat/Energetic",31.48958333333333,373,710.7112140258022,195.6964892412229,1,28,85,42
Ls-VLPrrthw,,"Easy,Relaxing/Calm,Pop-Piano Cover,Dreamy,Emotional",31.55,204,387.9556259904912,198.62068965517216,1,24,80,31
lt79FaR_part_3,"Happy,Dreamy,Bright,Easy","Relaxing/Calm,New-age,Emotional",30.990625,238,460.7845114449935,201.53498871331828,1,30,91,27
LTdATHDZoLs,,Epic,40.83645833333333,284,417.2741881998827,181.3221406086043,1,39,88,32
Lv7K5Msq5o4,"New-age,Bright,Relaxing/Calm",,30.48958333333333,307,604.1407584557568,175.12437810945295,1,41,101,32
lwC0AYQ4Qks,"Passionate,Relaxing/Calm","Pop-Piano Cover,Emotional",30.98958333333333,248,480.1613445378151,231.9626960576516,1,28,95,37
LyZIyDVehzU,"Relaxing/Calm,New-age",Emotional,35.097209658333334,186,317.9739958999908,186.1948609209831,1,35,94,38
lzddg3_Y0vQ,"Emotional,Dreamy,Relaxing/Calm","Mysterious,New-age",37.37067408958333,152,244.0416241392365,188.45770623649867,1,56,99,28
lZJYQD9iI_w,"Emotional,Mysterious,Bright,New-age","Dreamy,Relaxing/Calm",31.50520833333333,430,818.9122168953546,228.78093492208995,1,24,105,26
M0UMsJPyVo0,"Easy,Happy,New-age",,30.98958333333333,172,333.0151260504202,106.24505928853756,1,55,97,32
m4VbcmTUm5s,"Sad,Laid-back,New-age,Dreamy",Relaxing/Calm,34.4375,253,440.7985480943738,202.5049439683584,1,25,90,20
mcsOhb0QVuE,"Emotional,New-age,Dreamy",,36.67916666666667,246,402.4082699079859,185.1693099014146,1,34,97,28
mDOWEYF-XY0,"Emotional,Laid-back,Mysterious","Sad,Classical,Relaxing/Calm,Dark",30.98958333333333,196,379.4823529411764,147.09959868661073,1,38,85,30
Meb0qIEKX84,"Pop-Piano Cover,Difficult/Advanced",,42.68645833333333,195,274.0916078967276,164.18761337133972,1,30,82,31
MFGG_Cxljsk,"New-age,Easy,Dreamy",,31.48958333333333,154,293.43036718491567,160.3238866396761,1,17,68,11
mGddwD3cm3E,Relaxing/Calm,"New-age,Emotional",36.77395833333333,222,362.2128431011529,184.43349753694585,1,23,96,40
mgv0l3M20eI,Laid-back,"Relaxing/Calm,New-age,Emotional",36.751041666666666,167,272.64533318216604,153.73665480427033,1,34,84,31
mhLiAhUpDik,Dreamy,"New-age,Emotional",31.06458333333333,181,349.59425927167865,149.49618320610685,1,20,88,41
Mi1cMVj3gno,"Relaxing/Calm,Dreamy","New-age,Emotional",40.83958333333333,226,332.0308116104678,152.83018867924525,1,26,93,34
mj8fg-SMnqQ,"Relaxing/Calm,Pop-Piano Cover,Mysterious",Dark,30.98958333333333,214,414.3327731092437,231.22212310437135,1,21,69,22
mJCnKxGPQwY,"Easy,Happy,Laid-back,Emotional,Relaxing/Calm,Bright",Pop-Piano Cover,39.051437500000006,197,302.6777183298309,158.0796252927401,1,34,89,34
mJF2xRh-HSM,,"Powerful,Passionate,Intense/Grand,New-age,Emotional",30.48958333333333,484,952.4564400409976,193.5247403787415,1,48,107,61
mKSh5w8_part_17,"Mysterious,Dreamy","New-age,Emotional,Relaxing/Calm",32.99783333333333,290,527.3073484622728,179.42737435605906,1,25,82,19
mNjXnThqVpE,Epic,"Passionate,Intense/Grand,Pop-Piano Cover",30.48958333333333,291,572.6545951486164,204.3183220234424,1,41,106,47
mnTcHpIhTQg,"New-age,Mysterious,Intense/Grand","Dreamy,Emotional",43.28958333333333,372,515.5974782232062,197.70297029702965,1,32,89,39
mn_42JWnRAY,"Easy,Emotional,Pop-Piano Cover",,30.48958333333333,270,531.3290058079946,230.76119143006457,1,25,85,21
mrwDBcl17Bs,"Powerful,Intense/Grand,Speedy,Pop-Piano Cover,Tense,Epic",Passionate,30.48958333333333,412,810.7687051588658,252.6315789473697,1,52,98,43
mVj5DlVnTyc,"Laid-back,Relaxing/Calm,New-age,Easy,Pop-Piano Cover",Emotional,38.121875,171,269.1368144929912,167.32026143790858,1,26,77,31
mXxeBPTEoAE,"Happy,Pop-Piano Cover,Upbeat/Energetic","Passionate,Epic",30.98958333333333,416,805.4319327731092,163.5036496350365,1,49,102,37
n-2cDBTZJUU,Ballad,"Emotional,Relaxing/Calm",31.555208333333333,206,391.6944508632357,189.0410958904112,1,6,86,36
N0tL2gQiji8,"Relaxing/Calm,Laid-back","Emotional,Pop-Piano Cover",39.60833333333333,201,304.48138018093834,188.69778869778887,1,28,86,32
n2upLisZyds,"Laid-back,Relaxing/Calm,New-age","Emotional,Bright",30.48958333333333,168,330.60471472497443,94.79921000658328,1,54,96,32
n5FQ2dMioiQ,"Emotional,Intense/Grand,New-age",,35.91354166666667,356,594.7617252081097,191.65927240461411,1,43,100,27
n7Qpncj0PlI,Relaxing/Calm,"Sad,Laid-back,Emotional",36.32758333333334,182,300.59803042224564,164.47744146202177,1,29,74,35
N89nvJVT048,Emotional,Relaxing/Calm,35.49270833333333,140,236.6683297625686,169.0415235716516,1,50,97,27
N8O-soSRO7E,"Relaxing/Calm,Happy,Playful,Emotional,Classical,Easy",New-age,30.48958333333333,138,271.56815852408613,161.6615211900084,1,28,71,13
n8V7YCQIYXk,"Bright,Upbeat/Energetic",Pop-Piano Cover,31.48958333333333,408,777.3999338405557,226.9565217391306,1,29,105,31
NdyHt9SFvT4,"New-age,Relaxing/Calm,Laid-back",Emotional,38.346875,172,269.1223209192405,156.79564456542855,1,42,90,24
Ne8RHcKnJaU,Relaxing/Calm,Emotional,31.48958333333333,214,407.75388686735033,135.23568719523203,1,33,85,37
NjGF1f0YBIY,"Powerful,Bright,Difficult/Advanced,Speedy,New-age,Epic,Emotional,Pop-Piano Cover,Upbeat/Energetic","Passionate,Intense/Grand",30.48958333333333,405,796.9935087119919,235.0263073123592,1,40,108,35
NKZIPp1XcM0,"Tense,Passionate,Playful,Dark",Pop-Piano Cover,31.48958333333333,266,506.83427059212704,186.06654463228145,1,62,94,33
Nl69wTZKDq8,,"Emotional,Pop-Piano Cover",40.911458333333336,283,415.04264799490767,181.8673883626523,1,29,94,26
NlaAFzjduBM,"Powerful,Emotional,Epic,Upbeat/Energetic","Passionate,Intense/Grand,Pop-Piano Cover",30.98958333333333,302,584.7126050420168,229.0258449304177,1,46,102,45
noHIUtT_part_11,"Emotional,Laid-back,New-age",Relaxing/Calm,31.48958333333333,199,379.1730069467416,215.93252108715996,1,13,93,29
nPbOKdQyq-U,"Sad,Easy","Emotional,Dark",30.539583333333333,144,282.91152193191897,126.85228881547908,1,52,95,31
nRc17yojSaI,"Emotional,Mysterious,Dreamy",Tense,31.482,258,491.70954831332193,174.72643840451818,1,22,86,23
NtkDsVzhy7I,"New-age,Emotional",Sad,32.50029166666666,183,337.84312192070075,173.13067959803226,1,20,74,27
nUAS6FZwbYc,"Upbeat/Energetic,New-age,Pop-Piano Cover,Bright,Cute",,31.010416666666668,282,545.6231105139402,235.396163469558,1,42,93,27
nUdzMKCOImM,"Relaxing/Calm,Easy",,30.48958333333333,129,253.85719166381963,147.70154481205842,1,47,87,32
nVBl65q5wcA,Sad,"New-age,Emotional",38.31145833333333,220,344.544441121292,157.8414839797639,1,18,102,26
nXeMG6b3AcA,"Relaxing/Calm,Dreamy","Emotional,Laid-back",30.98958333333333,202,391.0991596638655,129.68105065666035,1,31,86,32
NYQ45BJC38A,Upbeat/Energetic,Pop-Piano Cover,31.48958333333333,257,489.6857426397618,189.19708029197096,1,47,91,34
nZAAtN9rIXc,,"Sad,Relaxing/Calm,New-age,Dreamy,Emotional",31.48958333333333,205,390.6053589149851,192.70659083305472,1,19,82,23
NZauLNb8jyI,Relaxing/Calm,,30.48958333333333,248,488.0355312606765,212.48804481486587,1,39,91,40
o0_aQlw8rGI,Emotional,"Sad,New-age",30.48958333333333,198,389.6412709258627,203.50591112922925,1,23,111,34
O4BM2Ir_part_1,"Passionate,Emotional",Epic,31.48958333333333,295,562.0906384386371,213.0177514792906,1,40,98,40
o4M3evpTKaw,"Pop-Piano Cover,Difficult/Advanced,Emotional",,31.56458333333333,315,598.7723582601809,202.26904376013027,1,45,102,43
o7940lwef9M,Classical,"Tense,Dark,Easy",31.48958333333333,362,689.7519020840225,187.1649065800165,1,58,93,40
o84fwIm1fak,"Sad,New-age,Dreamy","Relaxing/Calm,Emotional",31.410416666666663,141,269.3374013397891,171.47496617050106,1,33,97,31
oa1R4gPtkzg,"Difficult/Advanced,Speedy,Epic,Upbeat/Energetic,Emotional,Powerful,Tense","Passionate,Intense/Grand,New-age",30.48958333333333,492,968.199521694568,214.18326693227115,1,36,93,51
ob7Ucvk_part_8,New-age,"Emotional,Relaxing/Calm",30.98958333333333,161,311.7176470588235,148.58415899630648,1,25,82,14
oFCy3vEIAQk,"Dreamy,Laid-back,Emotional",Relaxing/Calm,33.546875,282,504.368886818817,165.83961385383984,1,28,88,30
oo_0Ezdbm6g,"Ballad,Pop-Piano Cover",Emotional,38.81145833333333,158,244.2577632249926,168.0190930787591,1,33,81,30
Oqa79bq61FI,"Passionate,New-age","Emotional,Relaxing/Calm",30.990625,197,381.4056670364022,189.6036209024826,1,26,98,33
OqDBd0PUZAs,"Epic,Mysterious,Emotional,Dreamy",,30.48958333333333,224,440.8062862999659,206.3107624083234,1,33,82,8
ORyx3i1drfs,"Laid-back,Relaxing/Calm,Pop-Piano Cover,New-age",Emotional,31.326041666666665,262,501.818907325508,183.732057416268,1,16,86,27
osa60046xcY,"Easy,New-age,Dreamy,Emotional",,31.3345625,243,465.3008957760301,191.9894594022292,1,19,84,21
oTZxL8j2Zuk,"Intense/Grand,Epic,Passionate","Pop-Piano Cover,Emotional",31.589583333333334,367,697.0652245597836,221.08495394063507,1,34,104,36
ovNIPmVTt3k,"Relaxing/Calm,Emotional,Dark,Sad",New-age,37.646875,152,242.25118286710384,172.87858117326064,1,26,74,26
oW5FGUfk_60,"Happy,Laid-back,New-age","Emotional,Bright,Relaxing/Calm",31.20208333333333,201,386.5126527341924,169.02116956612872,1,26,72,25
owgTl7Ezfgo,"Relaxing/Calm,Ballad,Pop-Piano Cover,Sad",Emotional,30.48958333333333,173,340.4441407584558,215.51020408163268,1,35,98,32
OyRcHl_Kw1A,Bright,"Relaxing/Calm,Pop-Piano Cover,Emotional",34.28475,172,301.0084658631024,170.28102538791373,1,35,93,36
OZeeyALOrtk,"Upbeat/Energetic,New-age",Passionate,31.48958333333333,382,727.8597419781673,177.88758492896906,1,36,110,32
oZiAyVaYPWI,"Easy,Dark,Pop-Piano Cover,Sad",,32.311458333333334,236,438.2346303878268,196.8483007404596,1,21,89,17
p41o4e_YBnY,"Bright,Laid-back","Relaxing/Calm,New-age,Emotional",30.48958333333333,271,533.2968910146909,167.93002915451862,1,27,76,20
P4G914LJFh0,"Emotional,Relaxing/Calm",Pop-Piano Cover,37.5125,192,307.09763412195935,141.43646408839777,1,48,88,38
P5x7Gq19qBw,Bright,"Happy,Pop-Piano Cover",30.490625,212,417.1774110894742,153.6682970208983,1,59,93,25
pa1bkMo_part_14,"Relaxing/Calm,Sad","Emotional,New-age",31.48191255,202,384.9829638129784,218.989226658111,1,31,96,33
PaLLBOMjHQg,,"Sad,Relaxing/Calm,New-age,Pop-Piano Cover,Emotional",37.43958333333333,176,282.05442101162987,153.46845560947753,1,26,84,29
pd7LUC8pL1E,"New-age,Ballad","Emotional,Relaxing/Calm",40.4125,206,305.8459635013919,164.8854961832062,1,30,89,27
pDPwNFAMq-g,"Passionate,New-age,Upbeat/Energetic,Epic",,31.48958333333333,373,710.7112140258022,211.44080758641823,1,19,97,43
pGnIo5-OlOs,"New-age,Relaxing/Calm",Emotional,30.98958333333333,268,518.8840336134454,180.42668472739587,1,52,95,39
Pgprzpc_part_5,"Relaxing/Calm,Mysterious","Laid-back,Classical",31.490625,177,337.2432271509378,164.50428396572818,1,24,84,37
pHKssqFwCUA,"Easy,Sad,Laid-back,New-age,Emotional,Dreamy",Relaxing/Calm,40.38541666666666,216,320.9079184936807,162.23175965665249,1,23,86,39
pJN6fmRe3WU,"Easy,New-age","Relaxing/Calm,Pop-Piano Cover,Emotional",39.62266666666667,202,305.88552007268567,161.61616161616186,1,29,91,34
pK5xwwRyEbc,"Relaxing/Calm,Bright,Easy,New-age,Emotional",,31.041666666666668,231,446.496644295302,223.5446313065977,1,30,96,32
PlW2ZPYXwIw,"Relaxing/Calm,Mysterious,Dreamy,Emotional,Easy,New-age,Dark",Laid-back,30.544791666666665,203,398.758653616615,173.07042253521095,1,20,92,22
pMA_4z_Xvi0,Passionate,"Powerful,Pop-Piano Cover",30.490625,325,639.5408424720713,230.846800258565,1,32,98,42
pMlfDkXNLH8,"Relaxing/Calm,Laid-back,New-age","Emotional,Easy",31.980208333333334,159,298.3095013191753,160.55749128919828,1,30,88,29
PmtmEjcUq64,"Laid-back,Pop-Piano Cover","Emotional,Relaxing/Calm",40.11177083333333,209,312.62643706517986,163.05942301258457,1,31,83,24
PnWhjbqA0R0,"Relaxing/Calm,Laid-back","New-age,Emotional",30.48958333333333,356,700.5671335838744,215.73033707865176,1,17,80,28
pO7RPJqlD8w,"Laid-back,Emotional,Pop-Piano Cover","Easy,Happy,Bright,Relaxing/Calm",30.98958333333333,216,418.2050420168067,169.9115044247788,1,31,79,27
PuaYKFEXufE,,"Emotional,Pop-Piano Cover",30.55,248,487.07037643207855,197.84749255782037,1,24,84,34
PwK5gu7XuNE,"New-age,Emotional,Laid-back,Dreamy","Easy,Sad,Dark",31.619791666666668,141,267.5539449843518,139.72104305639766,1,27,87,31
PY-KLzhmM88,Laid-back,"Sad,Relaxing/Calm,New-age,Dreamy,Emotional",33.733333333333334,133,236.56126482213435,236.35617562577,1,24,71,33
P_gPAZ6ZzOw,Speedy,"Classical,Bright",30.48958333333333,436,857.9979501195764,266.2193894666217,1,27,86,31
q0jh-4ZOcsc,"Easy,Laid-back","New-age,Emotional,Relaxing/Calm",35.442708333333336,320,541.7193240264511,193.61344537815103,1,26,84,20
q4QcMFZJblU,"Relaxing/Calm,New-age",Emotional,34.86354166666666,158,271.9172966028265,165.37261265759605,1,53,94,31
q5AZOn1lGQI,"Dark,Relaxing/Calm","Emotional,Sad",31.48958333333333,157,299.1465431690374,164.2301710730949,1,38,96,34
q8mFh7C00oo,Pop-Piano Cover,"Relaxing/Calm,Emotional",30.48958333333333,239,470.32456440041005,248.75401225561723,1,44,89,20
Q9MrQwv0EUA,"Intense/Grand,Epic,Passionate,Relaxing/Calm","Emotional,Classical",37.302083333333336,343,551.7118123429209,185.95641646489096,1,21,103,42
q9SSxYCS5ko,Cute,"Happy,Playful,Bright,Upbeat/Energetic",31.48958333333333,351,668.7925901422428,210.47503045067,1,39,102,35
qCzrVoTTbQU,Intense/Grand,"Tense,Powerful,Passionate,New-age,Mysterious,Dark,Epic",34.31041666666667,218,381.2253324427713,167.441860465116,1,39,90,22
QFM2Pmcmx5o,"Speedy,Passionate,Tense,Upbeat/Energetic","Powerful,Intense/Grand,Pop-Piano Cover,Epic",31.48958333333333,412,785.0215018193848,226.25945202788955,1,49,87,40
qFWtHqsK6g4,,Upbeat/Energetic,31.48958333333333,348,663.0764141581211,184.1022790439133,1,61,83,36
qGZ7jT1Op78,"Pop-Piano Cover,Relaxing/Calm",Emotional,30.560416666666665,244,479.051060058627,182.2784810126584,1,19,91,28
qHnbntPjy4M,"Mysterious,Dreamy,Laid-back",Emotional,35.85104166666667,214,358.1485893599093,180.362335048088,1,42,97,37
qHr11XleFnA,"Dreamy,Laid-back,Classical","Tense,Mysterious,Dark",30.77083333333333,123,239.83750846310087,204.7090182141266,1,36,95,28
qkGJJymr93s,"Bright,Classical",Emotional,31.560416666666665,494,939.1510990824478,175.50942677585238,1,31,88,30
qLFs1N0Mt60,"Mysterious,Bright,Dreamy","New-age,Emotional",31.48958333333333,411,783.1161098246774,194.2543092680488,1,40,103,31
QNaNo5jt9mI,"Relaxing/Calm,Emotional","Happy,Bright,Pop-Piano Cover",32.59437500000001,207,381.0473432915955,112.55187938190254,1,49,91,27
QO1XJ-XXCqg,Bright,Pop-Piano Cover,30.560416666666665,301,590.9605290067489,213.22314049586768,1,32,84,31
qoHRmOSRqxk,"Emotional,Happy,Passionate,Upbeat/Energetic",Pop-Piano Cover,32.17916666666667,456,850.2395442185679,199.9338842975206,1,43,101,47
QokPZAnzmuk,"Intense/Grand,Difficult/Advanced,Speedy,Emotional,Classical","Passionate,Tense,Epic",31.48958333333333,435,828.8455176976513,221.58003377744447,1,39,99,44
QrxtatJ60yw,"Passionate,Pop-Piano Cover,Emotional",,30.98958333333333,362,700.8806722689076,231.44148669010565,1,25,87,29
qSO-dxNh2TQ,"Intense/Grand,Relaxing/Calm","Tense,Powerful,Passionate,Emotional,Mysterious,New-age,Dreamy,Dark,Epic",31.01458333333333,283,547.4843823470142,177.2594752186588,1,52,102,30
qSYDDvhv424,"Intense/Grand,Mysterious,Dark,Playful","Tense,Speedy",30.48958333333333,349,686.7919371370004,212.50256200040783,1,44,99,43
qU68iF012kY,Bright,"Emotional,New-age",30.98958333333333,383,741.5394957983193,173.2330827067669,1,37,91,33
qVjcwsVjRgk,Tense,Mysterious,32.971333333333334,300,545.9287866227228,219.2782092279579,1,16,79,14
