Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
How High the Moon,Jazz,261.0794270833333,2658,610.8485903375908,214.93515358361805,1,20,95,64
How Insensitive,Jazz,192.5,977,304.5194805194805,165.81504138178897,1,16,86,41
"How Long Has This Been Going On - Live At Maybeck Recital Hall, Berkeley, CA  August 15, 1993",Jazz,324.17447916666663,2626,486.0345589357583,192.76400367309375,1,18,114,79
How Much I Love You,Jazz,121.68880208333331,1212,597.5899076580674,171.46046511627924,1,30,91,67
"How To Handle A Woman - Live At Maybeck Recital Hall, Berkeley, CA  1991",Jazz,344.46875,2628,457.7483443708609,184.2602399221876,1,18,108,78
"How Ya, Baby  - Instrumental",Jazz,184.8997395833333,2772,899.5145172989304,214.04682274247227,1,17,96,67
"Howdja Like To Love Me - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,301.79947916666663,2908,578.1322104391196,197.5102497204592,1,16,104,76
Human Nature,Jazz,367.08984375,3217,525.811332801277,185.5371235303597,1,19,102,60
Humoresque,Jazz,234.61979166666663,3358,858.7510822030324,213.3059020187731,1,19,88,78
Hungarian Dance,Jazz,180.02994791666666,2614,871.1883873487484,202.67672007540108,1,23,85,60
Hymn to Freedom,Jazz,319.31901041666663,2915,547.7281160673145,184.21473443746163,1,16,103,78
Hymn to Peace,Jazz,177.7421875,1024,345.66920135378666,170.20217729393474,1,24,100,57
I am through with Love,Jazz,305.53125,2260,443.8171218165082,198.8154540105906,1,19,103,67
"I Am Waiting - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,354.7161458333333,4794,810.9019095374089,208.4092326887077,1,22,103,74
I Can't Get Started  Moonglow,Jazz,247.0,2269,551.174089068826,195.2082843021876,1,11,98,77
I Can't Get Started (Dave McKenna Piano Solo),Jazz,240.25390625,2146,535.9330135761321,196.61753297130088,1,13,93,72
I Can't Get Started,Jazz,333.81640625,2152,386.7994429947225,181.29136773895084,1,33,110,71
I Can't Give You Anything But Love,Jazz,214.4296875,2257,631.5356869603236,191.40186915887892,1,23,88,69
"I Cover The Waterfront - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,245.96875,2779,677.8909922500318,206.85940025139456,1,21,103,70
I Cover The Waterfront,Jazz,148.83984375,1696,683.6878985906623,190.30088495575188,1,21,95,72
I Didn't Know What Time It Was  A Ship Without A Sail,Jazz,340.51822916666663,2642,465.5257381901055,193.045664013406,1,13,96,63
"I Didn't Know What Time It Was - Live At Maybeck Recital Hall, Berkeley, CA  August 9, 1992",Jazz,307.12890625,3152,615.7675039745627,204.94013000342096,1,24,106,78
I Didn't Know What Time It Was,Jazz,328.26953125,2969,542.6638266477861,209.4545454545444,1,34,104,63
"I Don't Know Why (I Just Do)  You'll Never Know - Live At Maybeck Recital Hall, Berkeley, CA  November 1989",Jazz,308.63932291666663,2484,482.893749868163,187.21329639889044,1,13,99,71
I Don't Stand A Ghost Of A Chance With You,Jazz,242.1796875,1355,335.70115165005325,169.41176470588132,1,13,94,62
"I Don't Want To Cry Anymore - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,378.8489583333333,3326,526.753461004413,208.56767411301047,1,13,95,72
"I Get A Kick Out Of You - Live At Maybeck Recital Hall, Berkeley, CA  July 19, 1992",Jazz,355.75,3650,615.6008432888265,181.1890531613728,1,15,100,74
I Get a Kick Out of You,Jazz,172.5,1078,374.9565217391304,178.7366087920199,1,24,91,59
I Get Along Without You Very Well,Jazz,202.51953125,1098,325.3019577587038,171.3719008264468,1,15,98,62
I Got It Bad and That Ain't Good,Jazz,367.7526041666666,4006,653.5915647549517,174.0444175857384,1,15,88,79
I Got It Bad,Jazz,341.75,1937,340.0731528895392,163.55892096544886,1,25,99,75
I Gotta Right To Sing The Blues,Jazz,304.46875,2285,450.292517705019,191.4681440443196,1,27,105,77
"I Guess I'll Have To Change My Plan - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,183.97916666666663,2123,692.3610010191371,201.6630196936538,1,21,104,74
I Guess I'll Have To Change My Plans,Jazz,188.6497395833333,1756,558.4953376172499,201.568504921106,1,7,100,57
I Hadn't Anyone Till You (Take 2),Jazz,199.9895833333333,1805,541.5282045939894,193.1786195538227,1,22,108,74
I Hadn't Anyone Till You,Jazz,199.9895833333333,1439,431.72248554612224,190.0412415888868,1,15,111,75
I Hate You,Jazz,270.37890625,2663,590.9484664172097,212.59515570934371,1,25,101,75
"I Hear A Rhapsody - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,236.04947916666663,2257,573.6932802312368,200.20275162925307,1,17,100,67
"I Hear A Rhapsody - Live At Maybeck Recital Hall, Berkeley, CA  June 12, 1994",Jazz,311.13932291666663,2545,490.77692452553833,200.9329877823041,1,18,101,69
"I Hear A Rhapsody - Live At Maybeck Recital Hall, Berkeley, CA  September 5, 1993",Jazz,236.0598958333333,2790,709.1420565490309,215.89879743870475,1,18,102,74
I Hear You Knockin' but You Can't Come In,Jazz,366.5299479166666,3448,564.4286399403187,210.9582769743004,1,14,111,80
I Know It Was the Blood,Jazz,272.33984375,2375,523.2433052682912,200.31556915150443,1,19,104,66
I Know That You Know,Jazz,195.88932291666663,2241,686.408008348677,190.17405347209936,1,19,98,60
I Left My Heart In San Francisco,Jazz,202.85546875,1359,401.96106371916585,181.23893805309905,1,16,99,70
"I Let A Song Go Out Of My Heart - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,306.08984375,3201,627.4628313276075,190.55904426405047,1,22,96,70
I Let a Song Go Out of My Heart,Jazz,261.79947916666663,2348,538.1217733833346,186.9055264492167,1,26,101,75
I love music,Jazz,292.5,2572,527.5897435897435,205.55761070612812,1,11,105,78
I Love the Lord,Jazz,260.75,1253,288.3221476510068,121.45116279069777,1,13,95,68
I Love You Lord Today  We Praise You Lord,Jazz,268.7434895833333,1555,347.1712008527338,190.847772800271,1,20,98,64
I Love You,Jazz,227.97916666666663,1139,299.76423284291326,209.54113269946103,1,18,102,66
"I Loves You, Porgy",Jazz,342.5,1475,258.39416058394164,197.4857142857153,1,13,96,71
I mean You,Jazz,252.4114583333333,2387,567.4068877287827,214.35490491175497,1,22,99,78
"I Never Knew - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,242.5,2037,504.0,194.7385103011109,1,19,103,78
"I Never Knew - Live At Maybeck Recital Hall, Berkeley, CA  November 1989",Jazz,310.29947916666663,4134,799.3568041626454,222.07228915661884,1,21,101,63
I Only Have Eyes For You,Jazz,297.6888020833333,3513,708.0548496446145,195.4075702842768,1,28,107,82
"I Remember Bill - Live At Maybeck Recital Hall, Berkeley, CA  February 16, 1992",Jazz,262.8059895833333,1679,383.32459682413855,198.82233502537807,1,5,109,66
I Remember Clifford,Jazz,288.1796875,1421,295.857077019004,182.3537508602909,1,12,93,57
I Remember You (From 'The Fleet's In'),Jazz,287.5,2402,501.2869565217391,212.9783693843616,1,12,95,61
I See Your Face Before Me,Jazz,242.2942708333333,1590,393.73609483990936,189.4217593861312,1,18,103,60
"I Should Care - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,226.37890625,1976,523.7237071419944,213.43555342597256,1,26,96,73
I Should Care - Live,Jazz,282.94921875,2631,557.9092979913025,179.0287071012317,1,17,101,77
I Should Care,Jazz,115.52994791666666,607,315.2429361975498,160.18539976824945,1,31,103,66
"I Surrender, Dear",Jazz,221.4921875,1397,378.4332122323728,169.1009174311904,1,26,102,74
I Want To Be Loved,Jazz,259.9895833333333,2514,580.1770904283024,201.18891687657572,1,14,101,73
"I Want to Talk About You - Recorded Live in Concert, 2006",Jazz,209.9895833333333,1178,336.5881244109331,179.83471074380256,1,7,95,59
I Want to Talk About You,Jazz,294.0794270833333,2171,442.9415593328404,203.17460317460709,1,15,95,76
I Was So Young (You Were So Beautiful) - Live -  Solo Piano,Jazz,183.375,1535,502.24948875255626,210.98901098900927,1,20,100,68
I will wait for you [Les Parapluies de Cherbourg],Jazz,336.4296875,2810,501.14483431251887,156.1423172162135,1,11,107,75
"I Wish I Knew - Live At Maybeck Recital Hall, Berkeley, CA  May 9, 1993",Jazz,314.203125,2882,550.3446218111294,199.16699410609232,1,18,105,73
"I Wish I Knew - Live At Maybeck Recital Hall, Berkeley, CA  September 27, 1992",Jazz,298.2395833333333,2913,586.0389088749956,204.25531914894012,1,13,104,68
I Wish I Knew How It Would Feel To Be Free,Jazz,364.0598958333333,3414,562.6546684883298,190.72847682119323,1,8,101,70
I Wish I Were In Love Again,Jazz,233.60416666666663,3145,807.7766877731204,223.906705539356,1,23,103,69
I Wished on the Moon,Jazz,272.44921875,2032,447.4962363972644,196.73624288425268,1,19,99,60
I Wonder Why,Jazz,242.5,2481,613.8556701030927,215.831381733024,1,14,94,66
I'd Do Anything For You,Jazz,240.56640625,2286,570.1544207193309,184.68937875751297,1,17,97,53
"I'll Be Around - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,225.4192708333333,1163,309.5564977299246,153.97326852976985,1,21,96,54
I'll Get By,Jazz,261.69921875,3381,775.1647137846109,192.9002009377116,1,24,107,77
I'll keep loving you,Jazz,171.90234375,1041,363.34583134501327,189.24024640657225,1,29,95,62
I'll Never Smile Again,Jazz,329.83984375,3562,647.9508284086737,196.9791963522381,1,21,111,80
"I'll Remember April - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,298.4192708333333,4431,890.8942081977085,223.4390152927957,1,19,105,72
I'll Remember April,Jazz,273.19401041666663,2638,579.368485270217,216.06752110034276,1,30,105,70
I'll See You Again,Jazz,292.5,2918,598.5641025641025,200.94560477392957,1,15,96,73
I'll See You In My Dreams,Jazz,195.8489583333333,2866,878.0235619498445,210.44791849640103,1,19,97,67
I'm a Fool to Want You,Jazz,216.33984375,1110,307.84897892855207,173.82119954733895,1,19,94,65
I'm Comin' Virginia,Jazz,212.6796875,2065,582.5662123939317,203.17460317460265,1,20,96,71
I'm Confessin' (That I Love You) (Take 1),Jazz,169.11979166666666,1096,388.8368082288811,181.9995062947414,1,27,103,65
"I'm Confessin' (That I Love You) - Live At Maybeck Recital Hall, Berkeley, CA  February 16, 1992",Jazz,357.359375,2528,424.44667920073454,198.2468405485326,1,17,108,78
"I'm Confessin' (That I Love You) - Live At Maybeck Recital Hall, Berkeley, CA  September 27, 1992",Jazz,267.8997395833333,3617,810.0791749089902,220.4125560538113,1,12,109,79
I'm Confessin' (That I Love You),Jazz,155.1015625,1333,515.6621165566917,182.04053589831457,1,15,109,70
I'm Forever Blowing Bubbles,Jazz,138.01953125,2122,922.4781365861942,211.80364037506877,1,24,83,64
"I'm Getting Sentimental Over You - Live At Maybeck Recital Hall, Berkeley, CA  February 16, 1992",Jazz,372.5,3658,589.2080536912752,211.87778107386444,1,18,104,81
I'm Getting Sentimental Over You,Jazz,309.69921875,1776,344.0757791708184,161.68421052631447,1,27,106,62
I'm Gonna Laugh You Right out of My Life,Jazz,241.0989583333333,1322,328.9935408610745,173.02766798418995,1,11,98,68
I'm Gonna Ring the Bell Tonight,Jazz,115.77994791666666,1577,817.2399599635623,190.5444521019967,1,29,89,73
I'm In The Mood For Love,Jazz,265.1888020833333,2833,640.977291139862,197.48571428571572,1,9,99,68
I'm Just Wild About Harry,Jazz,273.83072916666663,3936,862.4305998040915,209.11236159012665,1,14,104,71
I'm More Than Satisfied - Instrumental,Jazz,201.4296875,2272,676.7622076562076,176.28905419766178,1,14,98,72
"I'm Old Fashioned - Live At Maybeck Recital Hall, Berkeley, CA  August 9, 1992",Jazz,231.5794270833333,1801,466.6217606675176,173.31452750352668,1,18,105,66
I'm Old Fashioned,Jazz,377.5703125,2219,352.6230627573506,191.3704918032787,1,13,102,68
"I'm Still In Love With You - Live At Maybeck Recital Hall, Berkeley, CA  March 10, 1991",Jazz,361.0794270833333,4222,701.5630938772273,207.15931441415705,1,17,104,71
I've Got A Crush On You,Jazz,214.11979166666663,2094,586.7743426333585,202.37837837837785,1,22,90,63
I've Got A Feeling I'm Falling - Instrumental,Jazz,202.38932291666663,2063,611.5935278412198,190.8074534161476,1,15,92,71
I've Got a Feeling I'm Falling,Jazz,227.95703125,2097,551.9461247151156,209.85923268009657,1,23,94,71
I've Got The World On A String,Jazz,342.26953125,4542,796.2146060875818,209.80132450330868,1,23,95,72
I've Got You Under My Skin,Jazz,211.6888020833333,1868,529.4564421781679,185.44546211490425,1,21,101,69
If I Can Just Make It Into Heaven,Jazz,273.4388020833333,2422,531.453469269194,190.79027902790696,1,29,107,68
If I Could Be with You (Live),Jazz,305.9388020833333,2369,464.6027213026844,187.4985467932545,1,15,95,68
If I Could Be With You,Jazz,234.0794270833333,3117,798.9595767996307,198.73121869783148,1,21,106,81
If I Did - Would You,Jazz,205.234375,984,287.67110772744576,127.43362831858562,1,16,96,53
If I Had You,Jazz,178.14322916666666,1357,457.0479629277705,188.0085486691295,1,26,96,63
If I Love Again,Jazz,182.5,1242,408.3287671232877,194.0855686100625,1,11,101,76
If I Loved You (From 'Carousel'),Jazz,325.20963541666663,1706,314.7508217856271,160.727934485896,1,11,91,61
"If I Loved You - Live At Maybeck Recital Hall, Berkeley, CA  October 24, 1993",Jazz,358.63932291666663,1983,331.7539165320312,178.9514563106793,1,14,95,67
If I Loved You,Jazz,277.1145833333333,1752,379.3376686839831,181.742560057368,1,12,96,67
If I Should Lose You - Remastered,Jazz,316.5130208333333,2692,510.3107593322418,191.441628583299,1,16,107,79
If I Should Lose You,Jazz,316.6888020833333,2831,536.3625075549818,205.8455647734536,1,29,110,80
If I Were a Bell,Jazz,344.8059895833333,3862,672.0300893845044,217.67630187830355,1,11,97,72
If That's All There Is to Say,Jazz,274.46875,2089,456.6640100193556,185.0138017565864,1,16,96,67
"If They Asked Me, I Could Write A Book",Jazz,157.828125,1098,417.41609741609744,174.68930278556007,1,16,102,75
If You Could See Me Now,Jazz,202.8606770833333,1512,447.2034763185428,184.68937875751396,1,15,97,67
If You Hadn't Gone Away,Jazz,235.11979166666663,2831,722.4402454422614,205.3475935828947,1,12,92,72
If You Only Knew,Jazz,316.06901041666663,1890,358.7824059388402,179.61729270021098,1,21,98,75
If,Jazz,167.24088541666666,1836,658.6906050248754,203.0381871590426,1,26,97,72
II. stepping outside,Jazz,134.70963541666666,658,293.0748040248606,188.80087407812215,1,27,90,47
"Images - Live At Maybeck Recital Hall, Berkeley, CA  August 7, 1994",Jazz,339.47526041666663,2715,479.8582370923262,205.7142857142863,1,14,109,78
Imagine,Jazz,367.1796875,3476,568.005276708015,213.17542561066105,1,17,106,74
"Impresiones Intimas  1 - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991",Jazz,366.7799479166666,1862,304.59680425436744,155.77135832821023,1,10,102,67
"Impression For Piano - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993",Jazz,306.8294270833333,1774,346.9028411381527,180.35225048923616,1,25,105,73
Impressions on a Caravan,Jazz,312.5,2889,554.688,164.8869009584665,1,25,106,68
Impromptu,Jazz,341.96875,3445,604.4411952846568,229.28632357122396,1,19,98,71
Improv 1,Jazz,206.01953125,1494,435.1043779981418,188.7664997724157,1,15,100,68
Improv 2,Jazz,167.5,927,332.05970149253733,198.2129240394929,1,17,99,48
Improv 3,Jazz,159.80338541666666,796,298.86726038670565,197.46912024199725,1,18,100,64
Improvisation 1 (Based On 'Coltrane Changes'),Jazz,213.0989583333333,1750,492.7288280581694,204.8569046957489,1,27,109,69
Improvisation 1,Jazz,251.9296875,2086,496.8052842124848,182.85714285714192,1,21,98,53
Improvisation 2 (Based On 'Coltrane Changes'),Jazz,232.77734375,1919,494.6357671460456,198.21723025451192,1,24,105,72
Improvisation 4,Jazz,345.1888020833333,1583,275.15376926123616,137.1102118543205,1,14,96,51
Improvisation on Scarlatti - Live in Paris  2018,Jazz,137.92317708333331,819,356.28529620014166,226.1410109602477,1,22,99,43
In A Little Spanish Town,Jazz,220.0091145833333,3272,892.3266673374092,219.9785177228792,1,20,107,80
In A Mist - Bixology,Jazz,241.94921875,1919,475.8849836129095,196.218702095046,1,17,87,55
"In A Mist - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,299.22916666666663,1940,388.9995126366358,180.70588235294215,1,26,93,56
In a Sentimental Mood  Don't Mean a Thing,Jazz,238.9388020833333,2672,670.9667856461678,200.3187943776265,1,17,98,79
In a Sentimental Mood,Jazz,222.5,979,264.0,132.47089262613156,1,20,93,65
In Case You've Forgotten,Jazz,235.9453125,1120,284.81176119996024,170.46463450724977,1,10,95,65
In De Backroom,Jazz,302.38932291666663,3186,632.165177514156,198.7920621225197,1,25,108,66
In February,Jazz,320.7473958333333,2562,479.25564477498034,214.6432352318439,1,20,104,65
In My Solitude,Jazz,307.96875,2043,398.027397260274,174.3369175627172,1,11,100,76
In the Back Room (Live),Jazz,276.36979166666663,3114,676.0507321485782,188.4263959390863,1,33,101,63
In The Back Room,Jazz,297.8489583333333,3349,674.6372427299912,188.3047719483157,1,32,105,65
"In The Dark - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,217.22916666666663,1047,289.1876858156709,190.2167182662528,1,24,98,53
In The Fullness Of Time,Jazz,196.7434895833333,1314,400.72482279829785,186.5167528671016,1,16,85,67
In the mood for a classic,Jazz,190.125,1782,562.3668639053254,198.35351089588443,1,30,97,75
"In The Still Of The Night - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,311.13932291666663,3572,688.8232512397733,221.7080371787908,1,24,108,75
"In The Wee Small Hours Of The Morning - Live At Maybeck Recital Hall, Berkeley, CA  1993",Jazz,299.37890625,2181,437.10494382902107,182.36504669938725,1,15,98,64
"In Walked Bud - Live At Maybeck Recital Hall, Berkeley, CA  October 24, 1993",Jazz,307.359375,2821,550.6908647247217,203.80926053905077,1,21,112,70
In Walked Bud,Jazz,217.3997395833333,1619,446.826662194618,218.3311397736265,1,16,103,67
In Walked Toot,Jazz,290.3515625,2302,475.69917933539625,181.3379973764759,1,30,104,68
Indian Summer,Jazz,353.0989583333333,3591,610.1972121837894,213.3086448327679,1,26,99,73
Indiana (Back Home Again In Indiana),Jazz,182.26953125,2641,869.3718522963503,204.4214417744918,1,23,95,70
"Inner Urge - Live At Maybeck Recital Hall, Berkeley, CA  August 27, 1995",Jazz,195.9544270833333,2666,816.312253726087,207.59590443685863,1,21,99,73
Introspection,Jazz,130.68359375,839,385.2052010162905,188.1090537979298,1,24,96,44
"Invitation - Live At Maybeck Recital Hall, Berkeley, CA  September 5, 1993",Jazz,345.4856770833333,3592,623.8174671073708,216.6333030027341,1,15,111,70
Isfahan,Jazz,128.72916666666666,577,268.93672115229003,142.46205733558156,1,24,97,65
Isla,Jazz,284.3958333333333,1587,334.8150318657974,182.81446907817704,1,16,92,62
Island Beat (Live),Jazz,309.5,4835,937.318255250404,205.57662279723067,1,22,102,75
Island Beat,Jazz,275.40885416666663,3136,683.2024357725732,204.55205811138012,1,25,100,68
"Island In The Sun - Live At Maybeck Recital Hall, Berkeley, CA  September 20, 1994",Jazz,248.7591145833333,2879,694.4067166718139,197.09153122326828,1,22,103,74
Isn't It a Pity,Jazz,296.97916666666663,3289,664.4910557699054,195.65217391304336,1,18,97,74
Isn't It Romantic,Jazz,213.5364583333333,1880,528.247030415376,186.6306653809062,1,22,95,67
Isn't This A Lovely Day,Jazz,211.70963541666663,2473,700.8655969199167,212.67692307692047,1,16,89,70
It Ain't Necessarily So  Bess You Is My Woman  Summertime,Jazz,346.29947916666663,2948,510.771775994706,196.8029286150089,1,18,97,81
It Could Happen To You - Live,Jazz,266.9309895833333,2613,587.342819373375,218.49483282675075,1,21,100,68
It Could Happen To You,Jazz,302.3645833333333,1825,362.1455885899336,176.08465608465596,1,11,93,61
It Don't Mean a Thing,Jazz,149.98958333333331,1630,652.0452809222863,211.8620689655196,1,29,101,59
It Had To Be You,Jazz,144.05989583333331,1814,755.5190802436778,219.17808219178173,1,23,97,67
It Might As Well Be Spring,Jazz,306.6848958333333,2256,441.3650683128551,175.67467652495364,1,9,92,60
"It Never Entered My Mind - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,330.2395833333333,2096,380.8144339652399,169.8659517426321,1,16,102,71
It Never Entered My Mind,Jazz,349.28385416666663,2120,364.1737185461324,191.0005783690002,1,28,104,75
It Never Was You,Jazz,178.17708333333331,1437,483.9006138555978,171.82715507786824,1,20,92,65
"It Was A Very Good Year - Live At Maybeck Recital Hall, Berkeley, CA  July 10, 1994",Jazz,352.5,3683,626.8936170212766,177.3160173160186,1,22,105,63
"It's All Right With Me - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,345.2890625,4047,703.2368712808561,224.96861486957968,1,15,104,62
It's All Right With Me - Live,Jazz,289.9895833333333,3086,638.5056934516326,222.43902439024453,1,26,107,80
It's Hard to Know,Jazz,230.109375,1677,437.2703198207374,139.49545913218975,1,20,100,50
It's Only A Paper Moon,Jazz,123.5390625,1385,672.6617340163157,187.15168638530872,1,16,101,57
"It's The Talk Of The Town - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,227.0,2501,661.057268722467,211.2684666327061,1,27,105,71
It's The Talk Of The Town,Jazz,357.45963541666663,4262,715.3814715385261,196.58081845473217,1,16,106,78
"It's You Or No One - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,252.5,2409,572.4356435643565,202.593976698178,1,27,96,71
It's You Or No One,Jazz,138.89453125,1557,672.5966757600472,199.8904109589026,1,18,94,48
"IV. stopping, listening -  hearing",Jazz,112.5,494,263.46666666666664,158.43218153687437,1,24,86,45
"Ja-Da - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,233.29947916666663,2777,714.1893355062678,212.85759796113572,1,16,105,78
Ja-Da - Remastered,Jazz,252.859375,2337,554.5374775999506,191.7337031900094,1,13,101,78
Japanese Sandman,Jazz,182.53776041666663,2182,717.2214653075491,213.33333333333408,1,14,97,69
Jeru,Jazz,147.5,1524,619.9322033898304,215.60187154402465,1,23,100,63
Jest A Little,Jazz,323.07291666666663,3064,569.0356279219733,207.60220256966107,1,18,98,58
"Jesu, Joy Of Man's Desiring - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,245.31119791666663,2557,625.4096890110882,237.36789631106683,1,19,103,60
Jesus Loves Me,Jazz,276.1692708333333,2751,597.6769229318523,225.4343514478391,1,23,103,63
Jingle Bells,Jazz,250.06640625,2280,547.054688598341,220.79059131002973,1,21,94,68
"Jitterbug Waltz - Live At Maybeck Recital Hall, Berkeley, CA  September 27, 1992",Jazz,381.5390625,5887,925.7767676147184,208.0361173814806,1,21,110,81
Jitterbug Waltz - Live,Jazz,319.9895833333333,4192,786.0255867704027,212.08062212346707,1,23,107,77
Jitterbug Waltz,Jazz,384.1640625,2272,354.8483924104692,169.61400716275412,1,25,102,69
Joao,Jazz,345.2591145833333,1586,275.6190813813599,203.45584725537293,1,26,98,68
John Boy - Live,Jazz,212.04947916666663,1438,406.8861679786803,222.7352857549044,1,22,98,38
John O'Groats,Jazz,179.4140625,841,281.2488569562378,109.25523012552318,1,26,88,50
Jor-Du,Jazz,385.8294270833333,3431,533.5518380653152,172.52552756977417,1,27,109,76
Jordanish,Jazz,167.61328125,1258,450.3223100048941,192.4454756380512,1,18,101,46
Journey Home,Jazz,376.5611979166666,3299,525.6516101369646,198.3692073942748,1,28,100,70
Joy (Blues 2),Jazz,239.4453125,2574,644.9907011648015,221.13446587964216,1,13,95,68
Joy Spring  Have You Met Miss Jones - Medley,Jazz,286.4934895833333,2824,591.4270521345109,211.9664859536801,1,9,100,55
Joy Spring,Jazz,312.5,4785,918.72,221.3389372560809,1,21,97,64
Judy,Jazz,224.37890625,2595,693.915495900141,205.85213312485857,1,25,92,74
Jumpin' Off,Jazz,168.1796875,1939,691.7601152041622,201.18891687657415,1,24,88,65
Jungle Blues,Jazz,323.1796875,2949,547.4972804409311,198.33572453371383,1,20,104,65
Jungle Town Jubilee,Jazz,179.58984375,2648,884.6825448613376,190.02061855670496,1,32,101,66
Junk - Live,Jazz,302.9192708333333,1847,365.8400460793838,190.80745341614332,1,22,97,55
Just a Gigolo - Remastered,Jazz,324.3098958333333,3314,613.117276267716,196.8083867210284,1,23,107,81
Just A Gigolo,Jazz,195.27994791666663,1221,375.1537256209368,173.35157318741443,1,18,108,67
Just A-Sittin' And A-Rockin',Jazz,236.58984375,2711,687.5189459606717,206.9643328929982,1,12,93,80
Just as I Am  Have Thine Own Way  Trust and Obey  Near the Cross  What a Friend We Have in Jesus,Jazz,303.6497395833333,1874,370.2950648147752,145.01510574017968,1,17,96,53
Just As Though You Were Here,Jazz,341.96875,2424,425.30201955588046,188.8524590163918,1,24,99,71
"Just Friends - Live At Maybeck Recital Hall, Berkeley, CA  May 9, 1993",Jazz,258.4895833333333,3261,756.9357243602659,206.79132385938684,1,19,107,73
Just Friends,Jazz,229.79947916666663,1642,428.7215983137473,187.83629545083983,1,28,94,59
Just In Time,Jazz,178.78385416666666,1495,501.7231584927098,213.7710768132748,1,17,93,48
Just Like A Butterfly That's Caught In The Rain,Jazz,230.109375,2310,602.3222652271338,204.62677098753483,1,22,95,71
"Just One Of Those Things - Live At Maybeck Recital Hall, Berkeley, CA  August 9, 1992",Jazz,337.2395833333333,4358,775.3538223938224,197.5626867610737,1,14,103,74
Just One of Those Things,Jazz,278.7890625,2836,610.3539302227827,206.6972208678705,1,30,99,64
"Just Passing By - Live At Maybeck Recital Hall, Berkeley, California  October 18, 1992",Jazz,202.5,1342,397.6296296296296,202.9430051813464,1,17,100,68
Just Passing By,Jazz,192.5,901,280.83116883116884,174.54545454545453,1,14,89,65
Just Squeeze Me (But Don't Tease Me),Jazz,313.8489583333333,2495,476.9810318790555,177.8929016189291,1,27,102,63
Just Squeeze Me,Jazz,212.5,2062,582.2117647058824,199.6169630642957,1,21,94,66
Just You,Jazz,117.55729166666666,1748,892.160737229188,214.2306840823538,1,29,91,58
Kakavik (The Little Partridge),Jazz,352.96875,4351,739.6122177954848,215.5229310120816,1,17,99,66
Kaleidoscope - A Delicate Balance,Jazz,135.72916666666666,856,378.40061396776673,187.66382821177365,1,20,86,57
Kansas City Dreamin',Jazz,169.64973958333331,1336,472.5029357361598,175.24244152880777,1,22,97,59
Keepin' out of Mischief Now (Live),Jazz,261.10026041666663,2124,488.0883680339111,187.61366206740564,1,18,94,66
Keepin' out of mischief now,Jazz,227.22916666666663,2798,738.8136059411388,220.08358208955224,1,17,97,70
Keeping Out Of Mischief Now - Instrumental,Jazz,202.4296875,1915,567.6044923005672,188.03366488140756,1,28,91,70
Knickerbocker Blues,Jazz,329.7591145833333,3714,675.7660065941443,185.06024096385627,1,28,101,75
Kom Ombo,Jazz,276.1888020833333,1655,359.5366620622027,192.7803012192208,1,19,104,61
L'Amour fantôme (from 'L'Amour fantôme'),Jazz,248.08203125,1878,454.2046009227039,192.6018808777433,1,21,96,68
La Noche,Jazz,226.40494791666663,1885,499.547386400888,206.25592417061628,1,16,100,57
"Lady Be Good - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,342.83984375,3520,616.0310822974467,189.11819887429613,1,20,93,72
Lady Be Good,Jazz,153.40885416666666,2191,856.9257668607514,199.74254564560263,1,22,87,69
Lady Of The Evening,Jazz,317.5,3221,608.6929133858267,212.3047251687541,1,15,94,71
Ladybird,Jazz,282.9192708333333,2006,425.4217100358061,206.40537513998183,1,26,95,65
Lagos,Jazz,313.72916666666663,2821,539.5099276180358,197.6167866442021,1,4,99,74
